product_name,category,discounted_price,actual_price,discount_percentage,rating_count,about_product,product_link
Pigeon by Stovekraft Cruise 1800 watt Induction Cooktop (Black),Home&Kitchen|Kitchen&HomeAppliances|SmallKitchenAppliances|InductionCooktop,"₹1,699","₹3,193",47%,"54,032","Pigeon Cruise Induction Cooktop Comes with 7 segments LED display for power and temperature. This Induction Stove comes with high-grade electrical that protects against short circuits. It's superior top plate cans with-stand very high temperatures, making it very durable;Smart timer for hands free cooking , Cord length : 1.3 meter. Worktop Material:Carbon Steel, Preset timer - auto switch off , Soft push button, Temperature Control: Manual|Induction Stove comes with 93-percent energy saving technology;Safety Standards: Cruise Induction Stove will start working only when the Induction base Cookware is kept on the top|Included: 1 - Pigeon Cruise Induction Stove and User Manual;Power Input: 220 V and Power Consumption: 1800 Watt|Warranty Description: 1 Year On Product",https://www.amazon.in/Pigeon-Stovekraft-Cruise-1800-Watt-Induction/dp/B01GFTEV5Y/ref=sr_1_20?qid=1672923591&s=kitchen&sr=1-20
Usha CookJoy (CJ1600WPC) 1600 Watt Induction cooktop (Black),Home&Kitchen|Kitchen&HomeAppliances|SmallKitchenAppliances|InductionCooktop,"₹2,089","₹4,000",48%,"11,199","Keep Warm Function :- This will keep food warm and ready-to-eat after it has been cooked|Pause  :- Allows you cook at stop and re-start the program your own pace|Auto switch to power saving mode to prevent overheating|Pan sensor technology – operates only when Cookware is placed on|5 Pre-set Indian menu, Timer: 1 min to 3 hours",https://www.amazon.in/CookJoy-CJ1600WPC-Induction-cooktop-Black/dp/B09NBZ36F7/ref=sr_1_163?qid=1672923598&s=kitchen&sr=1-163
AmazonBasics Induction Cooktop 1600 Watt (Black),Home&Kitchen|Kitchen&HomeAppliances|SmallKitchenAppliances|InductionCooktop,"₹1,999","₹3,300",39%,780,"Easy to Use 1600 Watt Induction Cooktop with Micro Crystal Glass Induction surface;|Not suitable for cookware with curved, uneven or rounded bottoms or made from ceramics, glass copper bronze and aluminium. Only use flat bottomed cookware made of iron or steel with diameter between 14.5 to 16 cm and bottom thickness over 1.5mm|8 Stage power setting with push button control and LED display|Tested in an international lab with international quality standards for safety and performance reliability; ; Packaging tested by Amazon's international packaging ISTA-6A standards to ensure product reaches you safely|Comes loaded with 6 preset Indian options and timer for up to 3 hours|Comes with BIS certified plug and cable for extra reliability|Comes with enhanced safety features like ""Auto Standby"" in case no pan is kept, residual heat indicator and fan for auto cooling (fan continues working to cool down residual heat even after operation is stopped)",https://www.amazon.in/AmazonBasics-Induction-Cooktop-1600-Watt/dp/B07YCBSCYB/ref=sr_1_247?qid=1672923605&s=kitchen&sr=1-247
Brayden Fito Atom Rechargeable Smoothie Blender with 2000 mAh Battery and 3.7V Motor with 400ml Tritan Jar (Blue),Home&Kitchen|Kitchen&HomeAppliances|SmallKitchenAppliances|JuicerMixerGrinders,"₹1,199","₹1,499",20%,"2,206","ON-THE-GO-JUICER - Brayden atom Portable blender, Blends your favourite soft fruits or milkshakes with Dyna6 blades and 3.7V Opti-Power motor. Take your blender wherever you go.|RECHARGEABLE (NO MORE WIRES) - Fito atom portable juice blender Works without power. Go wireless.2000 mAh rechargeable battery gives 8-10 blending with 4-5 hours of single charge.|LIGHT ‘N’ HANDY - Being light, also lets you stay light on weight. Clear Tritan cup with 400ml capacity makes it truly a handy juice blender.|STYLISH BLENDING - Brighter you, smarter looks, Colourful body with sporty cap makes it a fun drink accessory to carry around. Twin touch safety button gets the style quotient with safety.|SAFETY - The product comes with a Child Lock Safety feature that enables operation only when the bottle unit is tightly fixed to the motor unit and the product's auto cut off protection switches off every 30 seconds for safety.",https://www.amazon.in/Brayden-Portable-Smoothie-Blender-Rechargeable/dp/B07NRTCDS5/ref=sr_1_190?qid=1672923600&s=kitchen&sr=1-190
NutriPro Juicer Mixer Grinder - Smoothie Maker - 500 Watts (3 Jars 2 Blades),Home&Kitchen|Kitchen&HomeAppliances|SmallKitchenAppliances|JuicerMixerGrinders,"₹1,969","₹5,000",61%,"4,927","Make Smoothies and Juices within seconds.|Also suitable for dry grinding, chutneys and dips|Powerful 500 W copper motor can grind almost any food.|Best in the segment customer support and quality|Includes easy to make and carry sipper jar",https://www.amazon.in/NutriPro-Bullet-Juicer-Grinder-Blades/dp/B09J2SCVQT/ref=sr_1_52?qid=1672923592&s=kitchen&sr=1-52
"Wonderchef Nutri-blend Mixer, Grinder & Blender | Powerful 400W 22000 RPM motor | Stainless steel Blades | 2 unbreakable jars | 2 Years warranty | Online recipe book by Chef Sanjeev Kapoor | Black",Home&Kitchen|Kitchen&HomeAppliances|SmallKitchenAppliances|JuicerMixerGrinders,"₹2,699","₹5,000",46%,"26,164","Performance with Style: India's favourite Mixer-Grinder-Blender, Nutriblend, is the perfect combination of superior performance and superb styling that adds beauty to your kitchen|Stainless Steel Blades: Super quality surgical stainless steel blades are able to grind everything and stay sharp despite working at high speeds. They extract every ounce of immunity enhancing anti-oxidants, pain relieving Omega 3s, proteins, vitamins & minerals from your foods|Specialised Functions: The Long Jar (500ml) comes with 4-wing blade for mixing-blending and the Short Jar (300ml) with 2-wing flat blade for grinding to make all kinds of chutneys, shakes, smoothies and masalas. Two useful lids – for storing and sprinkling come with the product|Trademark Design: The attractive trademark flower design stands apart and is a symbol of health and quality. It’s a reflection of your refined taste in the kitchen|2 YEARS WARRANTY & AFTER SALES SERVICE: Reliable Wonderchef warranty with the best after sales service in over 12,000 pin codes across India. Also buy Spares & Accessories here.",https://www.amazon.in/Wonderchef-Nutri-Blend-Watts-Juicer-Grinder/dp/B00W56GLOQ/ref=sr_1_76?qid=1672923595&s=kitchen&sr=1-76
Philips Viva Collection HR1832/00 1.5-Litre400-Watt Juicer (Ink Black),Home&Kitchen|Kitchen&HomeAppliances|SmallKitchenAppliances|Juicers,"₹6,499","₹8,995",28%,"2,810","This product does not require installation. please contact brand customer care for any product related queires. Please contact_us on: [1800-102-2929]|Material housing: ABS Plastic and Material jug: PP Plastic|Material pulp container and pusher: ABS, SAN|Drip stop, compact design, QuickClean technology, smooth and easy to clean, Frequency: 50/60 Hz|Direct serve, QuickClean sieve and can see-through pulp container|Make up to 1.5 litre in one go|Integrated pulp container",https://www.amazon.in/Philips-Viva-Collection-HR1832-1-5-Litre400-Watt/dp/B00S9BSJC8/ref=sr_1_238?qid=1672923603&s=kitchen&sr=1-238
"ROYAL STEP - AMAZON'S BRAND - Portable Electric USB Juice Maker Juicer Bottle Blender Grinder Mixer,4 Blades Rechargeable Bottle with (Multi color) (MULTI)",Home&Kitchen|Kitchen&HomeAppliances|SmallKitchenAppliances|Juicers,₹499,"₹2,199",77%,"3,527","Portable & Convenient to Charge: This little body light weight design is easy for you carry it to school,office,parks,camping, anywhere you want to. and it also convenient for charge by power bank, laptop, computer, car or other usb devices.|Rechargeable&Portable - The USB juicer cup comes equipped with a built-in 2000mAh rechargeable battery that can be easily charged by power bank, laptop, computer, mobile phones or other USB devices .|Easy and Safe Cleaning - It has have smart safety protection device, magnetic sensing switch ultra safe to use and clean, the juicer cup's body and bottom can be separated, you can easy to clean it|Multi-function - With our juice blender mixing kinds of fruit and vegetables,you can make natural tasty juice,milkshake,smoothie and other baby food.It's very portable and great for traveling, outdoor.|Multi Functional : drink a protein shake, smoothie or healthy drink everyday, not only for making a protein shake, smoothie, juice, and it works well for vegetable and other baby food.",https://www.amazon.in/ROYAL-STEP-Portable-Electric-Rechargeable/dp/B08TT63N58/ref=sr_1_337?qid=1672923609&s=kitchen&sr=1-337
AGARO Imperial 240-Watt Slow Juicer with Cold Press Technology,Home&Kitchen|Kitchen&HomeAppliances|SmallKitchenAppliances|Juicers|ColdPressJuicers,"₹12,609","₹23,999",47%,"2,288","Cold press process for maximum juice extraction and nutrients retention;Easy to assemble, operate, and clean|Large 74mm Feeding Tube I Can process whole fruits like orange & apple;Screw Shaped Pulverizing auger to squeeze last drop of juice|100% BPA free Plastic;Dense juice with practically no air bubbles|Can be used to extract juices, prepare smoothies and sorbet;1 year warranty on Electrical parts and 5 years on motor; Blade Material Type: Stainless Steel|Suitable for gifting on Diwali and other special occasions.",https://www.amazon.in/AGARO-Imperial-Slow-Juicer-Watts/dp/B07R679HTT/ref=sr_1_363?qid=1672923610&s=kitchen&sr=1-363
"Havells Aqua Plus 1.2 litre Double Wall Kettle / 304 Stainless Steel Inner Body / Cool touch outer body / Wider mouth/ 2 Year warranty (Black, 1500 Watt)",Home&Kitchen|Kitchen&HomeAppliances|SmallKitchenAppliances|Kettles&HotWaterDispensers|ElectricKettles,"₹1,625","₹2,995",46%,"23,484","Auto shut off function|Integrated stainless steel function. 360° Cordless Kettle|304 stainless steel interior with no plastic|Energy saving, cool touch outer body with no scalding hazard|Wide mouth for ease filling, pouring and cleanin",https://www.amazon.in/HAVELLS-Kettle-Coffee-Boiler-Stainless/dp/B083GKDRKR/ref=sr_1_30?qid=1672923591&s=kitchen&sr=1-30
"Milton Go Electro 2.0 Stainless Steel Electric Kettle, 1 Piece, 2 Litres, Silver | Power Indicator | 1500 Watts | Auto Cut-off | Detachable 360 Degree Connector | Boiler for Water",Home&Kitchen|Kitchen&HomeAppliances|SmallKitchenAppliances|Kettles&HotWaterDispensers|ElectricKettles,"₹1,345","₹1,750",23%,"2,466","Electric kettle is a handy appliance that makes your work easy and less time-taking. Ergonomically designed body, Convenient Spout makes easy to pour. You can easily and quickly used it to prepare your coffee, hot tea or milk, etc at anytime and anywhere.|This Product Is Under 1 Year Warranty From The Date Of Retail Purchase Against Any Manufacturing Defects In Material And Workmanship. The Warranty Does Not Cover Damages Resulting From Accidents, Mishandling Or Tampering With The Mechanism. Warranty Valid Against Producing Original Bill Endorsed By Seller.|Material: Stainless Steel, Color: Silver, Package Contents: 1 - Piece Insta Electric Kettle (2 Litres)|Just the place the kettle wherever you feel convenient and make your favorite beverage within a short span of time. Power indicator suggesting On/Off and Convenient On-Off button. Automatic Shut-off for safety and power saving.|Sturdy handle lets you touch it immediately after it stops functioning without having to worry about burning your hands. Wide mouth for easy cleaning, Hinded Lid for convenience. Supply: 230 Volts AC, 50 Hz., Power: 1500 Watts.",https://www.amazon.in/Milton-Electric-Stainless-Kettle-Litres/dp/B091V8HK8Z/ref=sr_1_108?qid=1672923596&s=kitchen&sr=1-108
"iBELL SEK15L Premium 1.5 Litre Stainless Steel Electric Kettle,1500W Auto Cut-Off Feature,Silver with Black",Home&Kitchen|Kitchen&HomeAppliances|SmallKitchenAppliances|Kettles&HotWaterDispensers|ElectricKettles,₹664,"₹1,490",55%,"2,198",1.5 LTR | 1500W|1 Year Standard Warranty + 1 Year Additional Warranty on Free Registration,https://www.amazon.in/Premium-Stainless-Electric-Cut-Off-Feature/dp/B07T4D9FNY/ref=sr_1_199?qid=1672923601&s=kitchen&sr=1-199
KENT 16026 Electric Kettle Stainless Steel 1.8 L | 1500W | Superfast Boiling | Auto Shut-Off | Boil Dry Protection | 360° Rotating Base | Water Level Indicator,Home&Kitchen|Kitchen&HomeAppliances|SmallKitchenAppliances|Kettles&HotWaterDispensers|Kettle&ToasterSets,"₹1,199","₹1,950",39%,"2,832","1.8L KENT Electric Kettle SS is an ideal pick to serve a family of 5-6 members at a time|You can easily prepare instant coffee, tea, soup, or other hot beverage within minutes|It has a concealed heating element with stainless steel cover that ensure water doesn’t touch the electrical parts|Its flat heating plate is perfect for even heat distribution|The 360° rotation base is for easy pouring and serving|This electric kettle provides protection from dry-boiling and overheating and shuts down automatically once the water is boiled|Its small LED indicator on the base indicates the ‘switch-on’ mode",https://www.amazon.in/Kent-16026-1-8-Liter-Electric-Kettle/dp/B07GLSKXS1/ref=sr_1_175?qid=1672923600&s=kitchen&sr=1-175
Butterfly EKN 1.5-Litre Electric Kettle (Silver with Black),Home&Kitchen|Kitchen&HomeAppliances|SmallKitchenAppliances|Kettles&HotWaterDispensers|Kettle&ToasterSets,₹749,"₹1,111",33%,"35,693","Filter Type : Spout|Auto cut off facility, Dry Boil Protection: Yes|360 degree swirl base. Power: 1500 watts; Operating Voltage: 220 - 230 volts, 50-60Hz|Convenient grip|Capacity: 1.5 liters , Cord Length : 1 meter|Warranty: 1 year on product|Includes: Water kettle, User manual and Warranty card",https://www.amazon.in/Butterfly-EKN-1-5-Litre-Kettle-Silver/dp/B078V8R9BS/ref=sr_1_78?qid=1672923595&s=kitchen&sr=1-78
"Tesora - Inspired by you Large Premium Electric Kettle 1.8L, Stainless Steel Inner Body - Auto Power Cut, Boil Dry Protection & Cool Touch Double Wall, Portable | 1500 Watts |1 Year Warranty | (White)",Home&Kitchen|Kitchen&HomeAppliances|SmallKitchenAppliances|Kettles&HotWaterDispensers|Kettle&ToasterSets,"₹1,349","₹1,850",27%,638,"✅ABOUT : This top performance kettle is part of the Fine Collection, featuring a premium textured finish, stainless steel inside & cool touch outer body for an attractive addition to your kitchen|✅SAVE TIME AND ENERGY: Made with double-wall construction . Stainless Steel Inside keeps your Stuff warm much longer and Cool to touch when heating. Enjoy quick boiling times so you can enjoy your coffee, tea, or boil eggs in no time.|✅CORDLESS SERVING - Pick up, pour, put back! You can set the Cordless kettle down on the 360° swivel base at any angle.|✅LARGE CAPACITY: It is perfect for frequent use with a capacity of 1.8 litre . Infact ! The wide mouth makes it easy to fill, pour, and clean and is designed to avoid spillage.|✅CONCEALED HEATING ELEMENT: Tesora’s Electric Kettle heating element is concealed , not exposed like many other kettles. So absolutely safe for Adults and children|✅OVERHEAT PROTECTION: For peace of mind while multi-tasking in the kitchen, the kettle automatically shuts off when water reaches a rolling boil or when there’s no water in the kettle.|✅1 YEAR WARRANTY AND PAN INDIA SERVICE: on all manufacturing defects And Pan India customer service as per the mentioned manufacturer details",https://www.amazon.in/Tesora-Electric-Stainless-Protection-White/dp/B09VGS66FV/ref=sr_1_266?qid=1672923605&s=kitchen&sr=1-266
"Prestige PWG 07 Wet Grinder, 2L (Multicolor) with Coconut Scraper and Atta Kneader Attachments, 200 Watt",Home&Kitchen|Kitchen&HomeAppliances|SmallKitchenAppliances|Mills&Grinders|WetGrinders,"₹3,710","₹4,330",14%,"1,662","2 Litres Capacity, 5 Years Warranty on Motor|High Quality Grinding Stones, Heavy Duty Motor|Compact Table Top Design, Coconut Scraper Attachment|Atta Kneader Attachment.",https://www.amazon.in/Prestige-Wet-Grinder-PWG-07/dp/B082ZQ4479/ref=sr_1_369?qid=1672923611&s=kitchen&sr=1-369
"Butterfly Smart Wet Grinder, 2L (White) with Coconut Scrapper Attachment, Output - 150 W, Input 260 W",Home&Kitchen|Kitchen&HomeAppliances|SmallKitchenAppliances|Mills&Grinders|WetGrinders,"₹3,657.66","₹5,156",29%,"12,837","Wattage: 150 W; Voltage: 220-240V, 50-60Hz ; Revolution: 1300|No of Jars: 1; Jar Size: 2 Liters; Jar Material: Stainless Steel; Body Material: ABS body; Cord Material: 180 CM; Speed Control: 1 Speed Control|Read Manual Before Use|Powerful motor; Uniform grinding pressure and 4 way grinding system; Sturdy Single Phase High Torque Motor|Shock proof ABS body and detachable stainless steel drum; Unbreakable and transparent lids made of polycarbonate material|Note : Product doesn't come with Dough kneader /Atta kneader; Includes: Wet grinder, 2 Stones, Lid, Warranty card with User Manual",https://www.amazon.in/Butterfly-150-Watt-Grinder-Scrapper-Attachment/dp/B078HG2ZPS/ref=sr_1_221?qid=1672923601&s=kitchen&sr=1-221
"INALSA Electric Chopper Bullet- 400 Watts with 100% Pure Copper Motor| Chop, Mince, Puree, Dice | Twin Blade Technology| 900 ml Capacity| One Touch Operation, 1.30mtr Long Power Cord (Black/Silver)",Home&Kitchen|Kitchen&HomeAppliances|SmallKitchenAppliances|MiniFoodProcessors&Choppers,"₹1,656","₹2,695",39%,"6,027","Reduce Prep Time: Inalsa Bullet is one powerful & noiseless chopper of 400Watts efficient motor with 100% pure copper winding that can work continuously for 3 minutes to chop, mince and puree and giving excellent professional results ; Power Consumption (Watt): 400 ; Input Supply: 230V, AC ; Time Rating: 1mins contineous (max.) ; RPM (at No Load): 3000 ; Speed Setting: 1 ; Cord Plug / Length: 2 Pins, 1.5 m|Simple in use, Extraordinary In Functionality: Twin blade technology, detachable double layer stainless steel system provides quick & efficient chopping & dicing operation. Be it coarse, medium or fine, the chopper does it all!!.Frequency 50 Hz|Outstanding In Quality & Conveneint: Bullet has a stainless-steel finish in front which enhances the look of the appliance.Easy press down button & anti-slip base facilitates fast & convenient operation.Chop in one go,No extra buttons or switches!!|Satisfy Home Need: The bowl of Inalsa Bullet is dishwasher safe, extra durable and provides visibility to chopping levels.With 0.9L (Total Capacity)/0.5L (Processing Capacity) bowl, chop veggies,dice fruits,prepare salad & create bread crumbs|Sturdy, Strong & Safe Appliance: Made from unbreakable ABS plastic for long-lasting & hassle-free use, this appliance takes care of your chopping needs. Multi-Splash Guard bowl lid is used as a cover of processing bowl after chopping, Time Rating: 1 mins continuous (max.)|2 Years Warranty: We sincerely provide with product warranty and genuine customer service. If you have any needs or questions,",https://www.amazon.in/Inalsa-Bullet-400-Watt-Technology-Chopper/dp/B07CVR2L5K/ref=sr_1_269?qid=1672923606&s=kitchen&sr=1-269
"4 in 1 Handheld Electric Vegetable Cutter Set,Wireless Food Processor Electric Food Chopper for Garlic Chili Pepper Onion Ginger Celery Meat with Brush",Home&Kitchen|Kitchen&HomeAppliances|SmallKitchenAppliances|MiniFoodProcessors&Choppers,₹498,"₹1,200",59%,113,"{ 4 in 1 multi-function Electric Vegetable Cutter Set }: Handheld multi-function electric vegetable cutter set includes 4 in 1 functions of slicing, cooking, peeling and cleaning brush. with it, you can have an electric vegetable slicer and an electric meat grinder at the same time. one machine is multi-purpose, making food preparation easier and faster.|{One-key Cleaning } The whole machine is rinsed, the feeding hole is added with detergent to start with one key, and it can be washed with running water by stirring for 5 seconds.|{ Easy to Use } : It is made of high-quality ABS+PP+PC+stainless steel material, which is light and durable. the stainless steel blade and serrated edge make the ingredients more delicate. let you eat healthy and rest assured.|{ Perfect Design } : Ergonomic, comfortable grip handle is stable and doesn't let go, the blade allows flexibility to easily cut, slice, cut shapes and sizes of fruits and vegetables in the shortest possible time. It is the perfect tool to make home cooking easier and faster.|{ Filling Hole } : It is also convenient to add one, avoiding the tedious steps of opening and screwing the cap, and the long ingredients such as pepper, cowpea, yam, etc. can be directly inserted.",https://www.amazon.in/Handheld-Electric-Vegetable-Wireless-Processor/dp/B0B9JZW1SQ/ref=sr_1_495_mod_primary_new?qid=1672923617&s=kitchen&sbo=RZvfv%2F%2FHxDF%2BO5021pAnSA%3D%3D&sr=1-495
"SKYTONE Stainless Steel Electric Meat Grinders with Bowl 700W Heavy for Kitchen Food Chopper, Meat, Vegetables, Onion , Garlic Slicer Dicer, Fruit & Nuts Blender (2L, 700 Watts)",Home&Kitchen|Kitchen&HomeAppliances|SmallKitchenAppliances|MiniFoodProcessors&Choppers,"₹1,414","₹2,799",49%,"1,498","Multifunctional Food Chopper: This food grinder is equipped with 4 stainless steel blades and 2 modes to choose from. You can chop, grind various ingredients, such as onions, meat, ham, garlic, onion, small herbs. This electric mincer is an ideal gift for your wife, mother.|Sharp and efficient: This electric meat grinder comes with real 700W power, which is more efficient and faster. 4 stainless steel blades 4D design allows upper and lower blades to evenly chop food from every 360-degree angle.|Large capacity and durability: the SKYTONE mini chopper is equipped with a stainless steel bowl and a capacity of 2 liters. Compared to glass bowls, it is stronger, healthier, and shockproof, ensuring durability.|Easy-to-clean and easy-to-use design - The unit can be disassembled and accessories are easier to clean. The cutter comes with a non-slip mat, you can put the bowl on the mat. Everything is practical.|Material: Stainless Steel",https://www.amazon.in/SKYTONE-Stainless-Electric-Grinders-Vegetables/dp/B09F6KL23R/ref=sr_1_178?qid=1672923600&s=kitchen&sr=1-178
"Morphy Richards Icon Superb 750W Mixer Grinder, 4 Jars, Silver and Black",Home&Kitchen|Kitchen&HomeAppliances|SmallKitchenAppliances|MixerGrinders,"₹3,249","₹7,795",58%,"4,664","Wattage: 750 W; Voltage: 220-240V; Revolution: 20000; 4 Jars with Juicer Jar. Juicer Type : Centrifugal Juicer. Locking System : Yes|Don't worry if you experience burning smell when you run your mixer grinder for the 1st time, it's due to the varnish. If the issue persists subsequesntly, kindly contact the customer care|Since your mixer grinder runs on a powerful motor, there will be some noise. If the noise level seems abnormal, please contact Brand Service Centre|Juicer Jar: 1.7 Litres, Liquidising Jar: 1.5 Litres, Dry/Wet Grinding Jar: 1 Litre, Chutney Jar: 0.4 Litres, Non-slip Feet - Yes|Powerful UltronMax for efficient juicing and grinding|4 hardened stainless steel blade for multiple functions|3 Speed control with incher facility",https://www.amazon.in/Morphy-Richards-Icon-Superb-Grinder/dp/B08H673XKN/ref=sr_1_206?qid=1672923601&s=kitchen&sr=1-206
"Lifelong LLMG93 500 Watt Duos Mixer Grinder, 2 Stainless Steel Jar (Liquidizing and Chutney Jar)| ABS Body, Stainless Steel Blades, 3 Speed Options with Whip (1 Year Warranty, Black)",Home&Kitchen|Kitchen&HomeAppliances|SmallKitchenAppliances|MixerGrinders,"₹1,149","₹2,499",54%,"4,383","2 jars liquidizing jar (1.25 Litres) and chutney jar (0.4 litres)|Operating Voltage: 220 - 240 volts, Frequency: 50Hz 1Phase|1 Year Lifelong Online Retail Pvt. Ltd. Warranty|The mixer has three blades at the bottom that grinds all your ingredients to a smooth paste or powder ; Revolutions: 18000 RPM ; Material: Stainless Steel|3 speed control motor; Multi-functional blade system|Operating noise levels between 80-90 dB; Initial burning smell is to be expected due to evaporating varnish, which is normal",https://www.amazon.in/Lifelong-LLMG93-Stainless-Liquidizing-Warranty/dp/B09GYBZPHF/ref=sr_1_118?qid=1672923596&s=kitchen&sr=1-118
Bosch Pro 1000W Mixer Grinder MGM8842MIN - Black,Home&Kitchen|Kitchen&HomeAppliances|SmallKitchenAppliances|MixerGrinders,"₹6,999","₹10,590",34%,"11,499","Uniquely designed blunt PoundingBlade with thick edges which replicates pounding effect on dry ingredients, thus giving authentic texture and taste|Completely hands free operation with unique lid-locks and strong suction feet for added stability|stainless steel blades for high performance wet, dry and chutney grinding, Cable management for easy handling and storage|Concealed bush for contamination free mixing and grinding|30 minutes motor rating (5 min On and 2 min Off, maximum 6 cycles)|High grade stainless steel jars, Ergonomic design of jar handles for easy operations|Overload protector for safe operations and High grade stainless steel jars|Country of Origin: India",https://www.amazon.in/Bosch-TrueMixx-Pro-Grinder-Watt-MGM8842MIN/dp/B07MKMFKPG/ref=sr_1_92?qid=1672923595&s=kitchen&sr=1-92
"AGARO Marvel 9 Liters Oven Toaster Griller, Cake Baking OTG (Black)",Home&Kitchen|Kitchen&HomeAppliances|SmallKitchenAppliances|OvenToasterGrills,"₹1,699","₹1,999",15%,"8,873","Bake, Grill, Toast and more|1 Year Manufacturer's Warranty|Automatic Thermostat I Auto Shut Off I Ready Bell. Cavity Material: Stainless Steel|Heat resistant tempered glass window with Cool Touch Handle|Adjustable temperature from 100°C to 250°C",https://www.amazon.in/AGARO-Marvel-Litre-Toaster-Griller/dp/B07N2MGB3G/ref=sr_1_222?qid=1672923601&s=kitchen&sr=1-222
"Philips HD6975/00 25 Litre Digital Oven Toaster Grill, Grey, 25 liter",Home&Kitchen|Kitchen&HomeAppliances|SmallKitchenAppliances|OvenToasterGrills,"₹8,599","₹8,995",4%,"9,734","Capacity: 25 litres, s for 4-5 people;Cooking capability: baking, grilling, toasting|Powerful 1500W, Ready signal;Opti temp technology(Even Browning); One touch 10 preset menu;One-touch Preheat functionality|Includes Oven toaster grill,Baking Tray, Grill Rack, Tong, Crumb Tray and Skewer Rods;90 Minutes auto cut-off|Capacity: 25 liters;Warranty: 2 year warranty on product|Size Name: 25-Litre",https://www.amazon.in/Philips-HD6975-00-25-Litre-Digital/dp/B07P1BR7L8/ref=sr_1_417?qid=1672923613&s=kitchen&sr=1-417
Pigeon by Stovekraft 2 Slice Auto Pop up Toaster. A Smart Bread Toaster for Your Home (750 Watt) (black),Home&Kitchen|Kitchen&HomeAppliances|SmallKitchenAppliances|Pop-upToasters,"₹1,099","₹1,795",39%,"4,244",2 slice capacity and auto pop up|Cool touch body and variable browning control|Bread slice centering device for even toasting|Easy slide out crumb tray and cord storage|Power: 750 watts|Warranty: 1 year warranty provided by the manufacturer from date of purchase,https://www.amazon.in/Pigeon-2-Slice-Pop-up-Toaster-Black/dp/B06XPYRWV5/ref=sr_1_124?qid=1672923597&s=kitchen&sr=1-124
Bajaj ATX 4 750-Watt Pop-up Toaster (White),Home&Kitchen|Kitchen&HomeAppliances|SmallKitchenAppliances|Pop-upToasters,"₹1,499","₹1,499",0%,"9,331","2 slice pop-up toaster|Variable browning settings|Adjustable browning settings. Frequency : 50Hz|With mid cycle cancel feature. Extra wide slot : Yes. Body housing : Metal. Defrost : No|The appliance comes with a removable crumb tray to keep it clean along with a cord storage space to keep the cord in place|Warranty: 2 years on product|Power: 750 watts; Operating voltage: 230 volts|Includes: Toaster, User manual, Guarantee card and List of",https://www.amazon.in/Bajaj-ATX-750-Watt-Pop-up-Toaster/dp/B0073QGKAS/ref=sr_1_194?qid=1672923600&s=kitchen&sr=1-194
Philips Daily Collection HD2582/00 830-Watt 2-Slice Pop-up Toaster (White),Home&Kitchen|Kitchen&HomeAppliances|SmallKitchenAppliances|Pop-upToasters,"₹2,095","₹2,095",0%,"7,949","Frequency: 50-60 Hz, Wattage: 830 W, Integrated cord storage,operating Voltage: 220 - 240 volts. Power : 760-900 W",https://www.amazon.in/Philips-Collection-HD2582-00-830-Watt/dp/B071VNHMX2/ref=sr_1_109?qid=1672923596&s=kitchen&sr=1-109
"Prestige PRWO 1.8-2 700-Watts Delight Electric Rice Cooker with 2 Aluminium Cooking Pans - 1.8 Liters, White",Home&Kitchen|Kitchen&HomeAppliances|SmallKitchenAppliances|Rice&PastaCookers,"₹2,719","₹3,945",31%,"13,406","Content: Prestige Delight Electric Rice Cooker (1.8 Open Type with Aluminium Cooking Pan-2U)|Net Quantity: 1 Unit.Voltage : 230 V|Voltage: 230V; Wattage: 700W|Warranty: 1 Year|Troubleshooting guidelines: Do not wash the main body of cooker or immerse it in water. Its electrical insulation may get damaged. Read user manual carefully before use|Capacity - Cooks upto 1000g of raw rice|Great features - Stainless steel close fit lid with keep warm mode, 5 year warranty on the heating plate, detachable power cord",https://www.amazon.in/Prestige-PRWO-1-8-2-700-Watts-Aluminium/dp/B00935MD1C/ref=sr_1_149?qid=1672923597&s=kitchen&sr=1-149
"Prestige Delight PRWO Electric Rice Cooker (1 L, White)",Home&Kitchen|Kitchen&HomeAppliances|SmallKitchenAppliances|Rice&PastaCookers,"₹2,280","₹3,045",25%,"4,118","230 Volts, 400 watts, 1 Year",https://www.amazon.in/Prestige-Delight-PRWO-1-Litre-Electric/dp/B01M6453MB/ref=sr_1_503?qid=1672923617&s=kitchen&sr=1-503
